Date,Price,Net_Score,Gross_Score,D1_Return,D2_Volume,D3_RSI,D4_MA,D5_DirVol,D6_External,Vol_Ratio,RSI,Volatility_Pct,Penalty_Scaled,Ret_1W,Ret_1M,Ret_3M,Golden_Cross,Z_Score_50d,Z_Zone,Z_Delta_5d,Warning_Flags,Tier,As_Of_Running,Exhaust_Scenario
2025-03-13,2984.3,22.03,26.57,29.44,10.0,40,0,40,40.0,0.994,56.77,15.91,-4.55,2.32,2.47,10.63,True,1.563,Normal,0.458,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-03-14,2994.5,22.71,27.26,33.55,10.0,40,0,40,40.0,0.973,56.76,15.84,-4.55,3.09,2.94,9.54,True,1.607,Normal,0.643,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-03-17,3000.0,19.33,23.88,33.27,10.0,20,0,40,40.0,0.962,65.57,14.78,-4.55,3.77,2.53,11.63,True,1.598,Normal,0.789,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-03-18,3035.1,19.73,24.28,20.65,10.0,20,0,55,40.0,1.048,67.95,14.25,-4.55,4.2,5.25,14.27,True,1.866,Normal,0.892,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-03-19,3035.9,26.58,31.12,21.75,10.0,50,0,55,50.0,1.066,75.73,14.1,-4.55,3.29,3.56,14.5,True,1.811,Normal,0.631,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-03-20,3040.0,29.11,33.66,21.94,10.0,65,0,55,50.0,1.035,89.94,13.98,-4.55,1.87,4.13,14.96,True,1.787,Normal,0.224,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-03-21,3018.2,26.13,30.67,34.03,10.0,50,0,40,50.0,0.846,78.73,14.3,-4.55,0.79,2.66,14.48,True,1.524,Normal,-0.083,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-03-24,3013.1,26.93,31.47,38.85,10.0,50,0,40,50.0,0.906,74.82,14.31,-4.55,0.44,2.57,16.24,True,1.428,Normal,-0.17,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-03-25,3023.7,26.92,31.47,38.81,10.0,50,0,40,50.0,0.88,75.4,13.11,-4.55,-0.38,2.57,15.03,True,1.483,Normal,-0.383,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-03-26,3020.9,26.86,31.41,38.43,10.0,50,0,40,50.0,0.886,74.27,13.12,-4.55,-0.49,4.01,15.64,True,1.422,Normal,-0.39,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-03-27,3060.2,28.14,32.69,31.11,10.0,65,0,40,50.0,0.871,82.09,12.72,-4.55,0.66,4.92,16.8,True,1.792,Normal,0.005,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-03-28,3086.5,23.43,27.97,23.53,29.31,65,0,10,40.0,0.398,88.35,10.77,-4.55,2.26,7.05,16.97,True,1.993,Normal,0.469,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-03-31,3122.8,21.62,26.17,12.9,29.11,65,0,10,40.0,0.462,88.97,9.8,-4.55,3.64,10.08,19.32,True,2.247,Extended,0.819,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-01,3118.9,22.02,26.56,15.36,29.01,65,0,10,40.0,0.447,86.4,9.9,-4.55,3.15,7.91,19.68,True,2.094,Extended,0.612,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-02,3139.9,22.31,26.85,17.24,28.88,65,0,10,40.0,0.462,84.92,9.94,-4.55,3.94,7.92,19.42,True,2.184,Extended,0.762,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-03,3097.0,26.24,30.79,30.75,28.99,50,0,40,35.0,0.89,70.06,11.59,-4.55,1.2,6.23,16.48,True,1.677,Normal,-0.115,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-04,3012.0,36.15,40.7,55.2,28.99,40,0,85,35.0,1.901,51.79,15.54,-4.55,-2.41,3.27,13.88,True,0.785,Normal,-1.208,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2025-04-07,2951.3,48.44,52.99,69.05,28.89,85,0,100,35.0,2.063,38.38,17.2,-4.55,-5.49,1.6,11.86,True,0.123,Normal,-2.124,✨ Golden Cross (sell penalty),Neutral →,backfill,Sell Recovery
2025-04-08,2968.4,44.51,49.05,65.56,28.77,65,0,100,35.0,2.057,41.05,17.12,-4.55,-4.83,2.68,11.73,True,0.27,Normal,-1.825,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2025-04-09,3056.5,31.85,36.4,44.68,28.7,40,0,70,35.0,1.265,51.79,19.65,-4.55,-2.66,4.93,14.71,True,1.227,Normal,-0.957,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2025-04-10,3155.2,19.12,23.67,18.73,28.26,20,0,40,35.0,0.987,62.74,21.84,-4.55,1.88,7.35,17.56,True,2.257,Extended,0.581,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-11,3222.2,18.05,22.6,12.3,28.29,20,0,40,35.0,0.964,67.43,22.75,-4.55,6.98,7.97,18.97,True,2.759,Extreme Extended,1.974,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-14,3204.8,18.58,23.13,15.32,28.44,20,0,40,35.0,0.916,64.93,22.96,-4.55,8.59,7.02,19.87,True,2.402,Extended,2.279,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Vol Shift
2025-04-15,3218.7,18.42,22.97,14.09,28.72,20,0,40,35.0,0.895,66.01,22.77,-4.55,8.43,7.29,20.21,True,2.371,Extended,2.101,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Vol Shift
2025-04-16,3326.6,16.98,21.52,5.77,28.37,20,0,40,35.0,0.815,69.41,25.05,-4.55,8.84,9.6,22.64,True,3.062,Extreme Extended,1.835,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-17,3308.7,14.62,19.16,6.33,28.64,20,0,20,40.0,0.793,66.39,25.27,-4.55,4.86,8.99,20.47,True,2.639,Extreme Extended,0.382,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-21,3406.2,16.43,20.97,2.06,28.78,20,0,40,35.0,0.823,69.17,26.32,-4.55,5.71,12.05,24.12,True,3.075,Extreme Extended,0.316,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-22,3400.8,16.5,21.05,2.72,28.57,20,0,40,35.0,0.824,69.03,26.32,-4.55,6.12,12.68,23.44,True,2.745,Extreme Extended,0.342,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-04-23,3276.3,24.86,29.41,12.86,28.59,40,0,55,40.0,1.108,58.08,30.21,-4.55,1.79,8.74,18.38,True,1.745,Normal,-0.626,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-04-24,3332.0,21.33,25.88,11.55,28.72,20,0,55,40.0,1.157,63.71,30.46,-4.55,0.16,10.2,20.59,True,2.004,Extended,-1.058,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-04-25,3282.4,22.25,26.79,16.79,28.97,20,0,55,40.0,1.055,66.46,31.07,-4.55,-0.79,8.66,18.19,True,1.586,Normal,-1.053,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-04-28,3332.5,26.99,31.53,14.38,29.82,50,0,55,40.0,1.092,73.51,31.29,-4.55,-2.16,8.9,21.74,True,1.812,Normal,-1.263,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-04-29,3318.8,27.43,31.98,17.18,29.67,50,0,55,40.0,1.047,71.7,31.28,-4.55,-2.41,7.53,19.95,True,1.64,Normal,-1.104,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-04-30,3305.0,19.07,23.61,16.69,10.0,20,0,55,40.0,1.022,66.95,31.34,-4.55,0.88,5.83,19.35,True,1.481,Normal,-0.264,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-05-01,3210.0,26.6,31.14,41.87,10.0,40,0,55,40.0,1.091,53.76,33.18,-4.55,-3.66,2.92,13.71,True,0.85,Normal,-1.153,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-05-02,3231.9,26.04,30.59,38.53,10.0,40,0,55,40.0,1.109,50.71,32.76,-4.55,-1.54,2.93,14.91,True,0.949,Normal,-0.636,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-05-05,3311.3,22.42,26.96,16.79,10.0,40,0,55,40.0,1.137,57.14,31.73,-4.55,-0.64,6.92,16.85,True,1.383,Normal,-0.429,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-05-06,3411.4,16.8,21.35,3.1,10.0,20,0,55,40.0,1.188,61.57,31.5,-4.55,2.79,13.26,19.56,True,1.887,Normal,0.246,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-05-07,3381.4,20.58,25.12,5.73,10.0,40,0,55,40.0,1.199,53.63,31.99,-4.55,2.31,14.57,17.75,True,1.626,Normal,0.145,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-05-08,3296.6,25.86,30.41,12.46,10.0,65,0,55,40.0,1.184,49.26,32.65,-4.55,2.7,11.06,15.43,True,1.08,Normal,0.23,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-05-09,3335.4,27.27,31.82,5.89,10.0,65,0,70,40.0,1.226,45.36,31.15,-4.55,3.2,9.12,16.33,True,1.261,Normal,0.311,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-05-12,3220.0,34.1,38.64,41.85,10.0,85,0,70,25.0,1.264,39.64,32.96,-4.55,-2.76,2.05,10.49,True,0.544,Normal,-0.839,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2025-05-13,3240.3,31.13,35.67,44.03,10.0,65,0,70,25.0,1.254,47.66,32.96,-4.55,-5.02,0.56,11.25,True,0.637,Normal,-1.249,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2025-05-14,3181.4,45.77,50.32,46.45,40.45,65,0,70,80.0,1.265,40.24,33.56,-4.55,-5.91,-0.73,9.36,True,0.242,Normal,-1.384,✨ Golden Cross (sell penalty),Neutral →,backfill,Sell Recovery
2025-05-15,3220.7,30.66,35.2,41.21,10.0,65,0,70,25.0,1.442,45.95,31.61,-4.55,-2.3,0.06,10.08,True,0.462,Normal,-0.618,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2025-05-16,3182.0,49.53,54.08,48.91,40.55,85,0,70,80.0,1.395,39.97,31.8,-4.55,-4.6,-4.35,10.35,True,0.181,Normal,-1.08,✨ Golden Cross (sell penalty),Neutral →,backfill,Sell Recovery
2025-05-19,3228.9,47.34,51.89,40.65,40.67,65,0,85,80.0,1.623,44.26,30.36,-4.55,0.28,-2.41,10.14,True,0.462,Normal,-0.082,✨ Golden Cross (sell penalty),Neutral →,backfill,Sell Recovery
